# BUSCO version is: 6.0.0 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2024-01-08, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
1269244at2759	Complete	KAM7439571.1	89.4	119	https://v10-1.orthodb.org/?query=1269244at2759	RWD domain
1269649at2759	Complete	KAM7439309.1	284.8	167	https://v10-1.orthodb.org/?query=1269649at2759	K Homology domain
1275837at2759	Complete	KAM7432873.1	397.9	244	https://v10-1.orthodb.org/?query=1275837at2759	26S Proteasome non-ATPase regulatory subunit 7/8
1284731at2759	Complete	KAM7430850.1	108.5	125	https://v10-1.orthodb.org/?query=1284731at2759	K Homology domain, type 1
1287094at2759	Complete	KAM7448359.1	166.4	127	https://v10-1.orthodb.org/?query=1287094at2759	Snf7 family
1287401at2759	Complete	KAM7448378.1	264.3	164	https://v10-1.orthodb.org/?query=1287401at2759	Cytochrome c oxidase assembly protein CtaG/Cox11
1291729at2759	Duplicated	KAM7433390.1	85.9	114	https://v10-1.orthodb.org/?query=1291729at2759	GINS complex, subunit Psf3
1291729at2759	Duplicated	KAM7438689.1	85.9	114	https://v10-1.orthodb.org/?query=1291729at2759	GINS complex, subunit Psf3
1304061at2759	Duplicated	KAM7444431.1	188.6	133	https://v10-1.orthodb.org/?query=1304061at2759	RNA polymerase II subunit A
1304061at2759	Duplicated	KAM7444432.1	188.4	133	https://v10-1.orthodb.org/?query=1304061at2759	RNA polymerase II subunit A
1309031at2759	Duplicated	KAM7425002.1	322.0	340	https://v10-1.orthodb.org/?query=1309031at2759	CDC45 family
1309031at2759	Duplicated	KAM7452072.1	317.5	340	https://v10-1.orthodb.org/?query=1309031at2759	CDC45 family
1309031at2759	Duplicated	KAM7452073.1	312.9	328	https://v10-1.orthodb.org/?query=1309031at2759	CDC45 family
1312453at2759	Complete	KAM7447339.1	692.0	639	https://v10-1.orthodb.org/?query=1312453at2759	WD40-repeat-containing domain
1314980at2759	Complete	KAM7441689.1	548.8	513	https://v10-1.orthodb.org/?query=1314980at2759	Cleavage and polyadenylation specificity factor subunit 2
1322299at2759	Missing
1322642at2759	Missing
1323575at2759	Complete	KAM7433457.1	176.8	113	https://v10-1.orthodb.org/?query=1323575at2759	GNAT domain
1324510at2759	Duplicated	KAM7450473.1	320.1	257	https://v10-1.orthodb.org/?query=1324510at2759	NADPH
1324510at2759	Duplicated	KAM7450474.1	319.4	257	https://v10-1.orthodb.org/?query=1324510at2759	NADPH
1338131at2759	Complete	KAM7439721.1	261.7	142	https://v10-1.orthodb.org/?query=1338131at2759	PIN domain
1339553at2759	Duplicated	KAM7448732.1	251.2	241	https://v10-1.orthodb.org/?query=1339553at2759	GPI transamidase subunit PIG-U
1339553at2759	Duplicated	KAM7427031.1	251.0	241	https://v10-1.orthodb.org/?query=1339553at2759	GPI transamidase subunit PIG-U
1342242at2759	Complete	KAM7449438.1	177.5	171	https://v10-1.orthodb.org/?query=1342242at2759	Aminomethyltransferase, folate-binding domain
1346165at2759	Complete	KAM7448242.1	350.5	246	https://v10-1.orthodb.org/?query=1346165at2759	DNA primase, small subunit
1346432at2759	Complete	KAM7452135.1	128.1	138	https://v10-1.orthodb.org/?query=1346432at2759	U3 small nucleolar RNA-associated protein 11
1348942at2759	Missing
1355894at2759	Duplicated	KAM7424950.1	224.0	142	https://v10-1.orthodb.org/?query=1355894at2759	GNAT domain
1355894at2759	Duplicated	KAM7446594.1	224.0	142	https://v10-1.orthodb.org/?query=1355894at2759	GNAT domain
1358374at2759	Missing
1364586at2759	Complete	KAM7437964.1	118.3	143	https://v10-1.orthodb.org/?query=1364586at2759	rRNA-processing protein Fcf1/Utp23
1370285at2759	Missing
1370304at2759	Fragmented	KAM7428023.1	27.5	42	https://v10-1.orthodb.org/?query=1370304at2759	-alpha-acetyltransferase 35, NatC auxiliary subunit
1377237at2759	Complete	KAM7452253.1	166.1	146	https://v10-1.orthodb.org/?query=1377237at2759	TIP41-like protein
1379600at2759	Missing
1380409at2759	Complete	KAM7451959.1	209.5	139	https://v10-1.orthodb.org/?query=1380409at2759	NFACT, RNA-binding domain
1382842at2759	Complete	KAM7441239.1	148.7	122	https://v10-1.orthodb.org/?query=1382842at2759	DNA replication complex GINS protein PSF2
1395649at2759	Complete	KAM7445181.1	96.8	125	https://v10-1.orthodb.org/?query=1395649at2759	Signal peptidase complex subunit 2
1398309at2759	Missing
1404162at2759	Complete	KAM7444211.1	193.3	189	https://v10-1.orthodb.org/?query=1404162at2759	Origin recognition complex, subunit 2
1405073at2759	Complete	KAM7431121.1	244.2	159	https://v10-1.orthodb.org/?query=1405073at2759	PUA domain
1405146at2759	Complete	KAM7435952.1	147.8	133	https://v10-1.orthodb.org/?query=1405146at2759	26S Proteasome non-ATPase regulatory subunit 9
1407446at2759	Complete	KAM7441258.1	58.1	93	https://v10-1.orthodb.org/?query=1407446at2759	SRP-independent targeting protein 2/TMEM208
1421503at2759	Duplicated	KAM7440433.1	201.0	111	https://v10-1.orthodb.org/?query=1421503at2759	Nuclear cap-binding protein subunit 2
1421503at2759	Duplicated	KAM7440434.1	200.8	111	https://v10-1.orthodb.org/?query=1421503at2759	Nuclear cap-binding protein subunit 2
1423847at2759	Complete	KAM7439456.1	305.1	274	https://v10-1.orthodb.org/?query=1423847at2759	RNA 3'-terminal phosphate cyclase domain
1426075at2759	Duplicated	KAM7434464.1	107.1	98	https://v10-1.orthodb.org/?query=1426075at2759	Trafficking protein particle complex subunit 2
1426075at2759	Duplicated	KAM7440006.1	107.1	98	https://v10-1.orthodb.org/?query=1426075at2759	Trafficking protein particle complex subunit 2
1428265at2759	Complete	KAM7427514.1	209.6	190	https://v10-1.orthodb.org/?query=1428265at2759	Ubiquinol-cytochrome c chaperone, CBP3
1428854at2759	Duplicated	KAM7436995.1	467.7	303	https://v10-1.orthodb.org/?query=1428854at2759	RNA recognition motif domain
1428854at2759	Duplicated	KAM7440284.1	455.8	302	https://v10-1.orthodb.org/?query=1428854at2759	RNA recognition motif domain
1430056at2759	Complete	KAM7447540.1	123.3	130	https://v10-1.orthodb.org/?query=1430056at2759	RNA polymerase Rpb7-like , N-terminal
1432328at2759	Duplicated	KAM7429435.1	278.2	180	https://v10-1.orthodb.org/?query=1432328at2759	Autophagy-related protein 3
1432328at2759	Duplicated	KAM7448048.1	277.3	178	https://v10-1.orthodb.org/?query=1432328at2759	Autophagy-related protein 3
1434266at2759	Complete	KAM7449176.1	138.6	136	https://v10-1.orthodb.org/?query=1434266at2759	DNA replication complex GINS protein SLD5
1440961at2759	Complete	KAM7438100.1	169.7	185	https://v10-1.orthodb.org/?query=1440961at2759	Rad1/Rec1/Rad17
1441854at2759	Duplicated	KAM7426658.1	254.4	208	https://v10-1.orthodb.org/?query=1441854at2759	Deoxyhypusine hydroxylase
1441854at2759	Duplicated	KAM7449237.1	253.7	208	https://v10-1.orthodb.org/?query=1441854at2759	Deoxyhypusine hydroxylase
1442062at2759	Complete	KAM7439858.1	175.9	218	https://v10-1.orthodb.org/?query=1442062at2759	Cytoplasmic tRNA 2-thiolation protein 2
1445102at2759	Complete	KAM7441287.1	292.4	192	https://v10-1.orthodb.org/?query=1445102at2759	Glycosyltransferase 2-like
1450538at2759	Complete	KAM7426299.1	180.0	151	https://v10-1.orthodb.org/?query=1450538at2759	Vta1, C-terminal
1454155at2759	Complete	KAM7448698.1	74.6	95	https://v10-1.orthodb.org/?query=1454155at2759	Cdk-activating kinase assembly factor MAT1, centre
1455730at2759	Complete	KAM7448616.1	485.0	356	https://v10-1.orthodb.org/?query=1455730at2759	SKI-interacting protein, SKIP
1459797at2759	Complete	KAM7446107.1	89.0	96	https://v10-1.orthodb.org/?query=1459797at2759	Prefoldin subunit 4
1474000at2759	Complete	KAM7438327.1	107.6	138	https://v10-1.orthodb.org/?query=1474000at2759	Translocation protein Sec62
1479417at2759	Duplicated	KAM7434805.1	300.8	177	https://v10-1.orthodb.org/?query=1479417at2759	SF3B4, RNA recognition motif 1
1479417at2759	Duplicated	KAM7449403.1	300.8	177	https://v10-1.orthodb.org/?query=1479417at2759	SF3B4, RNA recognition motif 1
1479417at2759	Duplicated	KAM7449256.1	282.3	171	https://v10-1.orthodb.org/?query=1479417at2759	SF3B4, RNA recognition motif 1
1488235at2759	Complete	KAM7446243.1	192.6	141	https://v10-1.orthodb.org/?query=1488235at2759	Adenylate kinase isoenzyme 6
1488436at2759	Complete	KAM7439457.1	125.3	63	https://v10-1.orthodb.org/?query=1488436at2759	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
1490022at2759	Complete	KAM7449549.1	208.8	170	https://v10-1.orthodb.org/?query=1490022at2759	SUI1 domain
1504863at2759	Complete	KAM7450913.1	182.1	148	https://v10-1.orthodb.org/?query=1504863at2759	Trafficking protein particle complex subunit
1513531at2759	Complete	KAM7426345.1	288.2	198	https://v10-1.orthodb.org/?query=1513531at2759	Pre-mRNA-splicing factor Isy1
1525971at2759	Complete	KAM7447481.1	114.7	80	https://v10-1.orthodb.org/?query=1525971at2759	Ubiquitin-like protein ATG12
1526152at2759	Complete	KAM7447982.1	104.9	85	https://v10-1.orthodb.org/?query=1526152at2759	NADH dehydrogenase 
1530008at2759	Fragmented	KAM7450626.1	85.5	70	https://v10-1.orthodb.org/?query=1530008at2759	H/ACA ribonucleoprotein complex subunit
1538526at2759	Complete	KAM7429031.1	143.0	104	https://v10-1.orthodb.org/?query=1538526at2759	Ribosomal protein L7Ae/L30e/S12e/Gadd45
1545004at2759	Duplicated	KAM7431708.1	120.9	72	https://v10-1.orthodb.org/?query=1545004at2759	LSM domain, eukaryotic/archaea-type
1545004at2759	Duplicated	KAM7433573.1	120.9	72	https://v10-1.orthodb.org/?query=1545004at2759	LSM domain, eukaryotic/archaea-type
1552706at2759	Complete	KAM7432101.1	104.8	93	https://v10-1.orthodb.org/?query=1552706at2759	Signal recognition particle, SRP19 subunit
1558822at2759	Complete	KAM7430615.1	113.6	67	https://v10-1.orthodb.org/?query=1558822at2759	LSM domain, eukaryotic/archaea-type
1563319at2759	Missing
1567796at2759	Complete	KAM7440159.1	147.6	133	https://v10-1.orthodb.org/?query=1567796at2759	Prefoldin
1575179at2759	Duplicated	KAM7427715.1	53.8	55	https://v10-1.orthodb.org/?query=1575179at2759	COX assembly mitochondrial protein
1575179at2759	Duplicated	KAM7431972.1	53.8	55	https://v10-1.orthodb.org/?query=1575179at2759	COX assembly mitochondrial protein
1576404at2759	Complete	KAM7444327.1	147.4	143	https://v10-1.orthodb.org/?query=1576404at2759	Pre-mRNA-splicing factor  Cwf15/Cwc15
1588798at2759	Missing
1593937at2759	Duplicated	KAM7450884.1	83.8	156	https://v10-1.orthodb.org/?query=1593937at2759	Ribosomal protein S23/S29, mitochondrial
1593937at2759	Duplicated	KAM7450885.1	83.5	156	https://v10-1.orthodb.org/?query=1593937at2759	Ribosomal protein S23/S29, mitochondrial
1593937at2759	Duplicated	KAM7450883.1	83.3	156	https://v10-1.orthodb.org/?query=1593937at2759	Ribosomal protein S23/S29, mitochondrial
1617752at2759	Complete	KAM7443012.1	139.8	95	https://v10-1.orthodb.org/?query=1617752at2759	Transcription elongation factor SPT4
1620056at2759	Complete	KAM7440505.1	71.2	74	https://v10-1.orthodb.org/?query=1620056at2759	Ribosomal protein/NADH dehydrogenase domain
1623701at2759	Complete	KAM7445360.1	124.0	98	https://v10-1.orthodb.org/?query=1623701at2759	TMEM85/ER membrane protein complex subunit 4
1626636at2759	Missing
1633672at2759	Missing
1645187at2759	Complete	KAM7450264.1	54.4	47	https://v10-1.orthodb.org/?query=1645187at2759	PDCD5-like
