# BUSCO version is: 6.0.0 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2024-01-08, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1304061at2759	Complete	Scaffold0075	238097	226899	-	188.3	133	https://v10-1.orthodb.org/?query=1304061at2759	RNA polymerase II subunit A
1309031at2759	Duplicated	Scaffold1437	31262	7379	-	312.3	343	https://v10-1.orthodb.org/?query=1309031at2759	CDC45 family
1309031at2759	Duplicated	Scaffold0003	3771395	3750872	-	307.6	343	https://v10-1.orthodb.org/?query=1309031at2759	CDC45 family
1312453at2759	Complete	Scaffold0037	174700	229446	+	683.7	642	https://v10-1.orthodb.org/?query=1312453at2759	WD40-repeat-containing domain
1314980at2759	Complete	Scaffold0118	1031182	1046277	+	548.4	513	https://v10-1.orthodb.org/?query=1314980at2759	Cleavage and polyadenylation specificity factor subunit 2
1322299at2759	Missing
1322642at2759	Missing
1323575at2759	Complete	Scaffold0334	139285	151771	+	178.3	113	https://v10-1.orthodb.org/?query=1323575at2759	GNAT domain
1324510at2759	Complete	Scaffold0011	1239916	1257212	+	325.9	264	https://v10-1.orthodb.org/?query=1324510at2759	NADPH
1338131at2759	Complete	Scaffold0155	430533	424822	-	261.7	142	https://v10-1.orthodb.org/?query=1338131at2759	PIN domain
1339553at2759	Duplicated	Scaffold0024	474630	440414	-	251.2	244	https://v10-1.orthodb.org/?query=1339553at2759	GPI transamidase subunit PIG-U
1339553at2759	Duplicated	Scaffold0844	135091	145859	+	251.1	241	https://v10-1.orthodb.org/?query=1339553at2759	GPI transamidase subunit PIG-U
1342242at2759	Complete	Scaffold0018	87523	85145	-	177.8	171	https://v10-1.orthodb.org/?query=1342242at2759	Aminomethyltransferase, folate-binding domain
1346165at2759	Complete	Scaffold0028	506796	523899	+	349.7	268	https://v10-1.orthodb.org/?query=1346165at2759	DNA primase, small subunit
1346432at2759	Complete	Scaffold0002	1036108	1027282	-	128.0	138	https://v10-1.orthodb.org/?query=1346432at2759	U3 small nucleolar RNA-associated protein 11
1348942at2759	Missing
1355894at2759	Duplicated	Scaffold0047	363484	359349	-	224.0	142	https://v10-1.orthodb.org/?query=1355894at2759	GNAT domain
1355894at2759	Duplicated	Scaffold1503	6670	3314	-	224.0	142	https://v10-1.orthodb.org/?query=1355894at2759	GNAT domain
1358374at2759	Missing
1364586at2759	Complete	Scaffold0195	493499	487488	-	118.4	143	https://v10-1.orthodb.org/?query=1364586at2759	rRNA-processing protein Fcf1/Utp23
1370285at2759	Missing
1370304at2759	Fragmented	Scaffold0713	237494	236897	-	27.3	41	https://v10-1.orthodb.org/?query=1370304at2759	-alpha-acetyltransferase 35, NatC auxiliary subunit
1377237at2759	Complete	Scaffold0002	2986447	2992997	+	166.1	146	https://v10-1.orthodb.org/?query=1377237at2759	TIP41-like protein
1379600at2759	Missing
1380409at2759	Complete	Scaffold0003	1819115	1824379	+	209.5	139	https://v10-1.orthodb.org/?query=1380409at2759	NFACT, RNA-binding domain
1382842at2759	Complete	Scaffold0126	465775	456135	-	148.6	122	https://v10-1.orthodb.org/?query=1382842at2759	DNA replication complex GINS protein PSF2
1395649at2759	Complete	Scaffold0065	750373	736356	-	96.9	125	https://v10-1.orthodb.org/?query=1395649at2759	Signal peptidase complex subunit 2
1398309at2759	Complete	Scaffold0041	1397024	1393077	-	100.5	106	https://v10-1.orthodb.org/?query=1398309at2759	CXXC motif containing zinc binding protein, eukaryotic
1404162at2759	Complete	Scaffold0078	576684	570574	-	195.6	189	https://v10-1.orthodb.org/?query=1404162at2759	Origin recognition complex, subunit 2
1405073at2759	Complete	Scaffold0450	117958	125023	+	244.2	159	https://v10-1.orthodb.org/?query=1405073at2759	PUA domain
1405146at2759	Complete	Scaffold0248	436888	434915	-	147.8	133	https://v10-1.orthodb.org/?query=1405146at2759	26S Proteasome non-ATPase regulatory subunit 9
1407446at2759	Complete	Scaffold0126	713779	723920	+	38.4	92	https://v10-1.orthodb.org/?query=1407446at2759	SRP-independent targeting protein 2/TMEM208
1421503at2759	Complete	Scaffold0141	644894	650287	+	201.5	111	https://v10-1.orthodb.org/?query=1421503at2759	Nuclear cap-binding protein subunit 2
1423847at2759	Complete	Scaffold0160	593824	589143	-	305.1	274	https://v10-1.orthodb.org/?query=1423847at2759	RNA 3'-terminal phosphate cyclase domain
1426075at2759	Duplicated	Scaffold0150	990211	987563	-	106.5	98	https://v10-1.orthodb.org/?query=1426075at2759	Trafficking protein particle complex subunit 2
1426075at2759	Duplicated	Scaffold0299	224947	222000	-	106.5	98	https://v10-1.orthodb.org/?query=1426075at2759	Trafficking protein particle complex subunit 2
1428265at2759	Complete	Scaffold0773	85785	94277	+	209.6	190	https://v10-1.orthodb.org/?query=1428265at2759	Ubiquinol-cytochrome c chaperone, CBP3
1428854at2759	Duplicated	Scaffold0219	88914	128546	+	467.7	303	https://v10-1.orthodb.org/?query=1428854at2759	RNA recognition motif domain
1428854at2759	Duplicated	Scaffold0143	912859	944478	+	467.3	303	https://v10-1.orthodb.org/?query=1428854at2759	RNA recognition motif domain
1430056at2759	Complete	Scaffold0036	1091070	1087491	-	123.2	130	https://v10-1.orthodb.org/?query=1430056at2759	RNA polymerase Rpb7-like , N-terminal
1432328at2759	Duplicated	Scaffold0575	104321	68882	-	278.2	180	https://v10-1.orthodb.org/?query=1432328at2759	Autophagy-related protein 3
1432328at2759	Duplicated	Scaffold0030	58098	49464	-	277.3	178	https://v10-1.orthodb.org/?query=1432328at2759	Autophagy-related protein 3
1434266at2759	Complete	Scaffold0021	1398027	1408313	+	140.2	136	https://v10-1.orthodb.org/?query=1434266at2759	DNA replication complex GINS protein SLD5
1440961at2759	Complete	Scaffold0193	700041	691008	-	169.9	185	https://v10-1.orthodb.org/?query=1440961at2759	Rad1/Rec1/Rad17
1441854at2759	Duplicated	Scaffold0020	252838	228261	-	254.8	208	https://v10-1.orthodb.org/?query=1441854at2759	Deoxyhypusine hydroxylase
1441854at2759	Duplicated	Scaffold0910	159085	152494	-	254.7	208	https://v10-1.orthodb.org/?query=1441854at2759	Deoxyhypusine hydroxylase
1442062at2759	Complete	Scaffold0152	169786	171122	+	183.3	211	https://v10-1.orthodb.org/?query=1442062at2759	Cytoplasmic tRNA 2-thiolation protein 2
1445102at2759	Complete	Scaffold0125	26743	18823	-	292.4	192	https://v10-1.orthodb.org/?query=1445102at2759	Glycosyltransferase 2-like
1450538at2759	Complete	Scaffold0977	122582	117391	-	180.0	151	https://v10-1.orthodb.org/?query=1450538at2759	Vta1, C-terminal
1454155at2759	Complete	Scaffold0025	1944209	1934367	-	74.9	95	https://v10-1.orthodb.org/?query=1454155at2759	Cdk-activating kinase assembly factor MAT1, centre
1455730at2759	Complete	Scaffold0025	302437	289409	-	485.0	356	https://v10-1.orthodb.org/?query=1455730at2759	SKI-interacting protein, SKIP
1459797at2759	Duplicated	Scaffold0053	1472161	1474555	+	88.8	96	https://v10-1.orthodb.org/?query=1459797at2759	Prefoldin subunit 4
1459797at2759	Duplicated	Scaffold0079	8770	12559	+	87.2	96	https://v10-1.orthodb.org/?query=1459797at2759	Prefoldin subunit 4
1474000at2759	Complete	Scaffold0186	333180	301689	-	106.3	137	https://v10-1.orthodb.org/?query=1474000at2759	Translocation protein Sec62
1479417at2759	Duplicated	Scaffold0019	1563499	1531095	-	303.2	177	https://v10-1.orthodb.org/?query=1479417at2759	SF3B4, RNA recognition motif 1
1479417at2759	Duplicated	Scaffold0286	162660	174373	+	301.5	177	https://v10-1.orthodb.org/?query=1479417at2759	SF3B4, RNA recognition motif 1
1479417at2759	Duplicated	Scaffold0020	623679	614403	-	282.6	171	https://v10-1.orthodb.org/?query=1479417at2759	SF3B4, RNA recognition motif 1
1488235at2759	Complete	Scaffold0051	1488420	1495132	+	192.5	141	https://v10-1.orthodb.org/?query=1488235at2759	Adenylate kinase isoenzyme 6
1488436at2759	Complete	Scaffold0160	618938	629961	+	126.6	63	https://v10-1.orthodb.org/?query=1488436at2759	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
1490022at2759	Complete	Scaffold0018	1961838	1967564	+	208.8	170	https://v10-1.orthodb.org/?query=1490022at2759	SUI1 domain
1504863at2759	Complete	Scaffold0008	182166	179183	-	182.1	148	https://v10-1.orthodb.org/?query=1504863at2759	Trafficking protein particle complex subunit
1513531at2759	Duplicated	Scaffold0970	78154	100371	+	284.7	197	https://v10-1.orthodb.org/?query=1513531at2759	Pre-mRNA-splicing factor Isy1
1513531at2759	Duplicated	Scaffold0508	276826	269365	-	268.2	189	https://v10-1.orthodb.org/?query=1513531at2759	Pre-mRNA-splicing factor Isy1
1525971at2759	Complete	Scaffold0036	253879	262971	+	114.6	80	https://v10-1.orthodb.org/?query=1525971at2759	Ubiquitin-like protein ATG12
1526152at2759	Complete	Scaffold0031	320985	321369	+	104.8	85	https://v10-1.orthodb.org/?query=1526152at2759	NADH dehydrogenase 
1530008at2759	Complete	Scaffold0010	735854	731697	-	88.0	87	https://v10-1.orthodb.org/?query=1530008at2759	H/ACA ribonucleoprotein complex subunit
1538526at2759	Complete	Scaffold0612	186384	194001	+	143.1	104	https://v10-1.orthodb.org/?query=1538526at2759	Ribosomal protein L7Ae/L30e/S12e/Gadd45
1545004at2759	Duplicated	Scaffold0331	571429	572852	+	120.8	72	https://v10-1.orthodb.org/?query=1545004at2759	LSM domain, eukaryotic/archaea-type
1545004at2759	Duplicated	Scaffold0411	6221	8091	+	120.7	72	https://v10-1.orthodb.org/?query=1545004at2759	LSM domain, eukaryotic/archaea-type
1552706at2759	Duplicated	Scaffold0227	14139	11878	-	104.8	93	https://v10-1.orthodb.org/?query=1552706at2759	Signal recognition particle, SRP19 subunit
1552706at2759	Duplicated	Scaffold0393	455282	453022	-	104.8	93	https://v10-1.orthodb.org/?query=1552706at2759	Signal recognition particle, SRP19 subunit
1558822at2759	Complete	Scaffold0483	162442	154537	-	113.5	67	https://v10-1.orthodb.org/?query=1558822at2759	LSM domain, eukaryotic/archaea-type
1563319at2759	Missing
1567796at2759	Complete	Scaffold0145	383947	377183	-	147.3	133	https://v10-1.orthodb.org/?query=1567796at2759	Prefoldin
1575179at2759	Duplicated	Scaffold0397	194049	202394	+	55.6	55	https://v10-1.orthodb.org/?query=1575179at2759	COX assembly mitochondrial protein
1575179at2759	Duplicated	Scaffold0751	147825	151537	+	54.2	55	https://v10-1.orthodb.org/?query=1575179at2759	COX assembly mitochondrial protein
1576404at2759	Complete	Scaffold0076	259601	264526	+	147.4	143	https://v10-1.orthodb.org/?query=1576404at2759	Pre-mRNA-splicing factor  Cwf15/Cwc15
1588798at2759	Missing
1593937at2759	Complete	Scaffold0009	2406314	2399023	-	84.1	156	https://v10-1.orthodb.org/?query=1593937at2759	Ribosomal protein S23/S29, mitochondrial
1617752at2759	Complete	Scaffold0092	212877	216294	+	139.8	95	https://v10-1.orthodb.org/?query=1617752at2759	Transcription elongation factor SPT4
1620056at2759	Complete	Scaffold0140	771924	772482	+	71.9	74	https://v10-1.orthodb.org/?query=1620056at2759	Ribosomal protein/NADH dehydrogenase domain
1623701at2759	Complete	Scaffold0062	275217	267586	-	123.9	98	https://v10-1.orthodb.org/?query=1623701at2759	TMEM85/ER membrane protein complex subunit 4
1626636at2759	Missing
1633672at2759	Missing
1645187at2759	Complete	Scaffold0013	2429486	2428050	-	55.5	47	https://v10-1.orthodb.org/?query=1645187at2759	PDCD5-like
